channelTitle,handle,niche,subNiches,mainCategory,nicheConfidence,subscriberCount,avgViews,viewCount,videoCount,estimatedEarnings,country,languages,isFaceless,channelType,breakoutChannel,publishedAt,lastVideoPublished,channelId,longAvgDuration30d,longAvgDuration1y,shortAvgDuration30d,longVideoCount30d,shortVideoCount30d,longViewCount30d,shortViewCount30d,subsGrowth30d,viewsGrowth30d,_per_video,_lifetime,_age_days,_vids_per_mo,_usd_per_video
RankRush-Top5,@rank5daily-hq,Short-Form Entertainment,"['Viral Videos', 'Listicles', 'Humor', 'Pop Culture']",Film,0.949999988079071,1150,23722.563380281692,1684302,71,,US,en,True,,True,2025-11-20T15:33:42Z,2026-08-05T00:00:00.000Z,UC28Btj9k7p-dUkkymMFxeZg,88,88,33.94117647058823,0,34,,,220.33,443.73,20.628315982853646,1464.6104347826088,260,8.192307692307693,0.0
Iron Breach,@ironbreachhistory,Military History Documentaries,"['World War II History', 'Military Tactics & Battles', 'Animated Documentaries']",Video game culture,0.9800000190734864,5980,122168,488672,4,408.43,GB,en,True,,True,2026-01-17T12:01:12Z,2026-07-17T00:00:00.000Z,UCe8yvOzh1pwHVaDu-_iWwVQ,546,1097,,1,0,,,21.79,25.99,20.42943143812709,81.71772575250836,203,0.5911330049261084,690.9274166666667
AMT GAMER,@amtgamer4048,Film Scene Recaps,"['Movie Storytelling', 'Short-Form Film Analysis', 'Dramatic Scene Breakdowns']",Television program,0.949999988079071,50000,1021455.104519774,361595107,354,965.6,US,en,True,short,False,2017-08-11T14:20:36Z,2026-08-06T00:00:00.000Z,UCSdi-w7TUnlNpTuXtap2zrQ,,,58.142857142857146,0,28,0,25121300,8.23,7.47,20.429102090395478,7231.90214,3284,3.233861144945189,298.5904331450094
VXD4_GP,@vxd4_gp84,Motorcycle Edits,"['MotoGP', 'Motorcycle Racing', 'Motorcycle Sport']",Motorsport,0.8999999761581421,4790,97754.36734693877,4789964,49,,US,en,True,,True,2025-08-30T10:59:23Z,2026-08-06T00:00:00.000Z,UCIIv6qS9N-7nc4sphGu97wg,77,77,18.466666666666665,0,30,,,139.5,499.81,20.408009884538366,999.99248434238,343,4.285714285714286,0.0
80s90s Soft Rock,@80s90ssoftrock,Soft Rock Music,"['80s Music', '90s Music', 'Ballads', 'Classic Rock', 'Love Songs']",Rock music,0.949999988079071,2710,53905.38461538462,700770,13,,US,en,True,,True,2010-08-02T17:13:49Z,2026-08-06T00:00:00.000Z,UCrc_UcCNzHg6GF06p8W2ltQ,4992,6739.416666666667,,3,0,,,258.94,466.59,19.89128583593528,258.58671586715866,5849,0.06667806462643187,0.0
Brick Boss,@brickboss648,LEGO Engineering,"['Kinetic Sculpture', 'Physics Experiments', 'Toy Combat']",Hobby,0.949999988079071,3160,62495.51851851852,1687379,27,,US,en,True,,True,2025-06-11T16:05:33Z,2026-08-05T00:00:00.000Z,UC9yIi5GotGfx8EXZ_LlJoLA,201,245.5,71.9,2,10,,,405.6,419.93,19.777062822315987,533.9806962025316,422,1.919431279620853,0.0
Sports Sirens,@sports.sirens,Sports Entertainment,"['Action Sports Highlights', 'Sports Fails', 'Skill Showcase']",Sport,0.8999999761581421,42600,838698.8421052631,47805834,57,949.72,US,en,True,,True,2025-05-14T13:34:52Z,2026-08-05T00:00:00.000Z,UCHWxs-hJKyjhzaRo8KbtqxA,,,59.38461538461539,0,26,,,264.1,272,19.687766246602422,1122.202676056338,451,3.7915742793791574,250.48170760233918
Zen,@ofcgameclips,Gaming,"['Gaming Memes', 'Gaming Clips', 'Hollow Knight', 'Escape The Backrooms']",Action-adventure game,0.8999999761581421,6000,117638.98936170213,11058065,94,56.95,GB,en,True,,False,2020-08-19T20:05:35Z,2026-07-09T00:00:00.000Z,UCMdVhRMevSw_qkLGzn424Yw,,,9,0,1,,,3.81,7.34,19.606498226950354,1843.0108333333333,2179,1.294171638366223,44.00498226950355
The Final Reveals,@thefinalreveals,Historical Storytelling,"['World War II History', 'Moral Anecdotes & Dramatizations', 'Military History']",Film,0.8500000238418579,14100,266484.9767441861,11458854,43,475.84,US,en,True,,True,2026-01-20T10:41:24Z,2026-08-04T00:00:00.000Z,UC_Qie-qv4SP8XnOssw9dv-w,930.5,769.8333333333334,16.77777777777778,2,27,,,405.38,463.08,18.899643740722418,812.6846808510638,200,6.449999999999999,73.77364341085271
Mrzoo,@mrzoo90,Facts & Education,"['Health & Nutrition', 'Life Hacks']",Lifestyle (sociology),0.800000011920929,3000,56640.6875,7250008,128,,RU,ru,True,,False,2022-10-14T15:31:43Z,2026-07-16T00:00:00.000Z,UCC6Ge9aBuWX0jBqwd4H4DYA,,,19.5,0,4,,,-0.66,0,18.880229166666666,2416.6693333333333,1394,2.7546628407460543,0.0
FBI Legends,@fbilegends365,Police Drama Shorts,"['Crime Fiction Dramas', 'Law Enforcement Thrillers', 'Plot Twist Narratives']",Film,0.949999988079071,6550,120958.984375,7741375,64,321.45,US,en,True,,True,2010-03-20T03:35:24Z,2026-08-05T00:00:00.000Z,UCNP6RbbITDBdzu2XjH3viHA,,,16.4375,0,32,,,459.83,435.09,18.467020515267176,1181.8893129770993,5985,0.3208020050125313,642.9
mrminecodes,@mrminecodes,Minecraft Multiplayer Server Content,"['Minecraft Servers', 'Survival Multiplayer', 'Minecraft Short-form Content']",Role-playing video game,0.949999988079071,5990,109505.44827586207,12702632,116,4.84,US,en,True,short,False,2020-04-25T21:20:38Z,2026-07-23T00:00:00.000Z,UC9hRtz8dpK88QCHk0ZRtDrw,,,25,0,2,0,86519,0.17,0.69,18.281377007656438,2120.639732888147,2295,1.5163398692810457,3.1918965517241378
Flashy Zoy,@flashyzoy,Gaming,"['Skits', 'Storytelling']",Entertainment,0.8999999761581421,2980,54360.638655462186,6468916,119,,US,en,True,,True,2025-11-28T11:31:40Z,2026-08-05T00:00:00.000Z,UCG1wXH27KQT1yFAg8My4ulw,,,16.928571428571427,0,14,,,58.51,33.9,18.24182505216852,2170.7771812080537,253,14.110671936758893,0.0
freedomyo,@freedom_yo,Anime Editing,"['Anime Rankings', 'Jujutsu Kaisen']",Entertainment,0.949999988079071,3550,63338.09375,2026819,32,,US,en,True,,True,2025-06-14T17:10:12Z,2026-08-05T00:00:00.000Z,UCqXXd8e-m3UdTj3GONv2UoA,590,590,43.31818181818182,1,22,,,400,473.93,17.841716549295775,570.9349295774648,419,2.2911694510739857,0.0
BloxDuelist,@bloxduelist,Roblox Competitive Gameplay,"['Roblox Rivals', 'Shooter Game Guides', 'Gaming Highlights & Tips']",Role-playing video game,0.949999988079071,2990,53038.7962962963,2864095,54,,US,en,True,,True,2025-09-26T12:34:40Z,2026-08-06T00:00:00.000Z,UCcAGmgmrxIv2Op6iPz2N2jA,150,150,25.095238095238095,1,21,,,66.11,58.19,17.73872785829308,957.8913043478261,316,5.1265822784810124,0.0
Lumbago Gaming,@lumbagogaming,Gaming,"['Open World Gaming', 'Action-Adventure Gaming', 'Game Lore & Easter Eggs']",Action-adventure game,0.949999988079071,5970,105296.28936170213,24744628,235,571.54,US,en,True,short,True,2024-06-09T17:26:50Z,2026-08-07T00:00:00.000Z,UCzw0jlwj_wlOWDjFrCYVnLg,,75.5,32.55555555555556,0,27,690,9502213,64.01,62.35,17.63756940732029,4144.828810720268,789,8.935361216730037,63.96383829787234
The Home Chefs,@anti_vegan333,Cooking,"['Steak Cooking', 'Meat Preparation', 'Home Cooking']",Food,0.949999988079071,5980,105426.12403100776,13599970,129,348.29,US,en,True,,True,2024-09-07T06:21:42Z,2026-08-04T00:00:00.000Z,UCPqJTcZiuTNpjdPCuI6n2rg,,,8.789473684210526,0,19,,,28.6,34.34,17.629786627258824,2274.242474916388,700,5.5285714285714285,62.99819121447029
The Fehu,@thefehu,Animal Entertainment,"['Cute Animals', 'Funny Animals', 'Animal Stories']",Pet,0.8999999761581421,65700,1153495.4126984128,72670211,63,985.78,UA,en,True,,True,2006-03-29T18:10:17Z,2026-08-06T00:00:00.000Z,UChdlXuuvwtc3a6DqELfpgQg,,,24.40625,0,32,,,148.86,286.05,17.55700780362881,1106.091491628615,7436,0.25416890801506187,1971.56
limo.,@limo-littlemoment,Indie Pop Music,"['Love Songs', 'Late Night Vibes', 'Study Music', 'Cafe Music']",Rock music,0.949999988079071,2210,38537.882352941175,655144,17,,US,en,True,,True,2025-03-26T12:40:59Z,2026-08-01T00:00:00.000Z,UCO6lqQqDc5_rEcund61AoWA,3720.8888888888887,5480.464285714285,77.5,9,2,,,363.31,464.99,17.437955815810486,296.44524886877826,500,1.02,0.0
Viral Speech,@viralspeech,Short-Form Video Editing,"['Celebrity Clips', 'Pop Culture Commentary', 'Viral Moments']",Music,0.8999999761581421,188000,3270344.964285714,183139318,56,995.95,GB,en,True,,True,2025-12-12T05:20:16Z,2026-08-05T00:00:00.000Z,UCVHy1WtVOow3LW_f7AlgUaA,,,26.333333333333332,0,9,,,66.37,44.68,17.39545193768997,974.1453085106383,239,7.02928870292887,141.68574404761907
WildKinetics AI,@wildkineticsai,Wildlife Documentaries,"['Avian Biology', 'Animal Survival & Behavior', 'AI-Generated Nature Media']",Entertainment,0.949999988079071,4870,83930.83870967742,2601856,31,,GB,en,True,,True,2025-04-20T02:59:49Z,2026-08-06T00:00:00.000Z,UChbDheuaBIwMbLXSD4hDoOg,755.375,774.4137931034483,17,8,0,,,342.73,288.95,17.234258461946084,534.2620123203285,475,1.9578947368421051,0.0
FootyFrenzy,@footyfrenzy-e9v,Football Commentary & Edits,"['Football Skills & Highlights', 'Sports Commentary & Rankings', 'Football Parody & Edits']",Association football,0.949999988079071,33000,564465.350877193,32174525,57,744.36,US,en,True,,True,2026-01-21T02:58:36Z,2026-08-06T00:00:00.000Z,UCVG4cWa9VCjUanMcWFoLJGQ,,,40.148148148148145,0,27,,,418.05,498.41,17.105010632642212,974.9856060606061,199,8.592964824120603,86.62435087719298
DjBom,@djbom-p6w,Gaming,"['BeamNG.drive', 'Crash Tests', 'Simulation Games']",Video game culture,0.949999988079071,1630,27801.683333333334,1668101,60,,US,en,True,,False,2025-01-07T17:37:15Z,2026-08-05T00:00:00.000Z,UCbFhC1wrnAiEA_psapjFKUw,358.54545454545456,358.54545454545456,21.2,11,30,,,209.89,459.16,17.056247443762782,1023.3748466257668,577,3.119584055459272,0.0
VoxBro,@voxbro7,Gaming Animation,"['Minecraft Animation', 'Fan Animation']",Video game culture,0.949999988079071,27400,465095.1182795699,43253846,93,937,US,en,True,,True,2013-08-02T08:25:15Z,2026-08-06T00:00:00.000Z,UC71dR7iuYr5_xdaInqfnJyA,,,14.5,0,30,,,174,326.16,16.974274389765323,1578.6075182481752,4754,0.5868742111905764,1596.594265232975
Nhat_Animals,@nhat_animals,Animal Welfare,"['Animal Rescue', 'Wildlife Protection']",Entertainment,0.949999988079071,45500,764852.3777777777,34418357,45,894.68,US,en,True,,True,2026-02-09T06:12:11Z,2026-08-04T00:00:00.000Z,UCPosl0Uj0oGkI4UfF70HK5g,,,59,0,10,,,247.33,420.03,16.809942368742366,756.4474065934066,180,7.5,119.29066666666667
PlayerBuild,@champz,Humorous Viral Content & Pranks,"['Child & Family Comedy', 'Internet Pranks', 'Animal Comedy']",Video game culture,0.8500000238418579,2510,42124.60526315789,1600735,38,,US,en,True,,True,2014-11-13T20:00:58Z,2026-07-27T00:00:00.000Z,UCjoU8lX3XyWroT4XDk3wA8A,,,93.77272727272727,0,22,,,29.38,423.64,16.782711260222268,637.7430278884462,4285,0.2660443407234539,0.0
L.AFVVFAGF,@sgshgsdh,Christian Inspiration,['Religious Clips'],Entertainment,0.8500000238418579,2200,36918.454545454544,406103,11,,US,en,True,,True,2017-03-14T02:31:04Z,2026-07-16T00:00:00.000Z,UCKnhxxjDhISY6nROVw97X-w,,,43.142857142857146,0,7,,,137.32,486.49,16.781115702479337,184.59227272727273,3434,0.09609784507862551,0.0
cannonanimates,@cannonanimates,Roblox Animation,"['Comedic Animation', 'Short-form Animation']",Action game,0.949999988079071,111000,1845854.2962962964,99676132,54,8123.8,US,en,True,,True,2025-08-23T21:29:53Z,2026-08-06T00:00:00.000Z,UCHxRIK_NniHK6WVeYekQ1WQ,88,100.5,41.75,0,12,,,75.91,271.58,16.62931798465132,897.9831711711712,349,4.641833810888253,1750.127283950617
Land Healers Homestead,@landhealershomestead,Homesteading,"['Christian Living', 'Self-Sufficiency', 'Gardening']",Lifestyle (sociology),0.8999999761581421,2990,49342.857142857145,5181000,105,,US,en,True,short,False,2025-01-14T14:05:49Z,2026-07-25T00:00:00.000Z,UCYb3PQrotb58cLyH4iGTKVg,359,288.77777777777777,19,2,1,64,24123,2.75,0.47,16.502627806975635,1732.7759197324415,571,5.5166374781085805,0.0
BangJo,@bangjo-u3m,Gaming,"['Higgs Domino Island', 'Roblox Gaming', 'Mobile Legends: Bang Bang']",Role-playing video game,0.6000000238418579,5990,98351.43209876544,7966466,81,0.67,GB,id,True,,False,2023-11-26T15:07:54Z,2026-08-03T00:00:00.000Z,UCephWrVLWv6-sDSBGe9oxFA,126,117.66666666666667,,2,0,,,-0.5,0.32,16.419270801129453,1329.9609348914857,986,2.464503042596349,0.2718600823045268
RedRush Speed,@redrushspeed,Celebrity Highlights,"['iShowSpeed', 'Streamer Highlights', 'Reaction Videos']",Video game culture,0.949999988079071,3210,52261.254237288136,3083414,59,,US,en,True,,True,2025-09-14T14:54:31Z,2026-08-06T00:00:00.000Z,UCDDlJ9UJ0b084m82Tlq7UDA,,,27.333333333333332,0,21,,,296.79,217.43,16.280764559902845,960.565109034268,328,5.396341463414634,0.0
Helen,@nhungnguyen-hd7hu,Humor,"['Short-form Comedy', 'Pranks', 'Guitar Humor']",Humour,0.8999999761581421,2980,48278.38888888889,2607033,54,,US,en,True,,True,2023-03-13T07:14:15Z,2026-08-03T00:00:00.000Z,UChgBKRWN1bCzqEpIJT8m4BA,,,41.34615384615385,0,26,,,12.03,17.07,16.20080164056674,874.8432885906041,1244,1.3022508038585208,0.0
Sophie's Diary,@sophiediary0,Inspirational Human Interest Stories,"['Emotional Storytelling', 'Acts of Kindness']",Entertainment,0.949999988079071,4300,67522.58823529411,2295768,34,,US,en,True,,True,2026-01-17T07:13:29Z,2026-08-05T00:00:00.000Z,UC57ny7ksSiyfWko6KqEwaKg,99,101,20.5,0,20,,,50.35,477.53,15.702927496580026,533.8995348837209,203,5.024630541871921,0.0
PoeticSoul_23,@문규-o3t,Comedy,"['Challenge Videos', 'Couple Comedy']",Humour,0.949999988079071,1540,24124.578512396693,2919074,121,,US,en,True,,True,2025-07-23T12:20:44Z,2026-08-06T00:00:00.000Z,UCLzWJsVpMYB4swh1_VGgqjw,,,31.7,0,30,,,460,367.94,15.665310722335514,1895.5025974025973,381,9.527559055118111,0.0
BloopSquad,@patrickjeremy290,Family Entertainment,"['Cute Babies', 'Parenting', 'Family Life']",Lifestyle (sociology),0.949999988079071,1680,26171.474576271186,1544117,59,,US,en,True,,True,2021-11-18T13:02:50Z,2026-08-05T00:00:00.000Z,UCALsc5Ps4gENMmOupFBVaJw,,,48.607142857142854,0,28,,,68,428.54,15.578258676351897,919.1172619047619,1724,1.0266821345707657,0.0
Noobix,@noobixtoon,Sandbox Game Animation,"['Minecraft Animations', 'Roblox Gameplay', 'Gaming Logic & Riddles']",Action-adventure game,0.949999988079071,63400,974118.0769230769,12663535,13,148.99,US,en,True,,True,2006-07-25T11:39:10Z,2026-08-01T00:00:00.000Z,UC_xYcW6YTr1ZVvxToR3VPYw,,,27,0,5,,,215.42,210.81,15.364638437272506,199.74029968454258,7319,0.05328596802841918,297.98
mrsizeone,@mrsizeone,Minecraft Size Comparisons,"['Analog Horror', 'Video Game Character Analysis', 'Minecraft']",Video game culture,0.949999988079071,53600,817631.6363636364,44969740,55,7826.98,US,"en, ru",True,,True,2014-10-10T02:58:39Z,2026-08-06T00:00:00.000Z,UCrhBOvmIGbApmiBCnmVC-Ng,403,234.05,36.04,2,25,,,269.66,368.65,15.25432157394844,838.9876865671641,4320,0.3819444444444444,15653.96
Orbby,@orbby1,Animated Geopolitical Commentary,"['Countryballs Animations', 'Historical Education', 'Cultural Commentary']",Knowledge,0.8999999761581421,1470,22402.928571428572,627282,28,,US,en,True,,True,2021-09-24T02:44:49Z,2026-08-03T00:00:00.000Z,UCU0yFUbmEhwxzE7s3DRMU8w,,,37.92307692307692,0,13,,,444.44,436.12,15.240087463556852,426.72244897959183,1779,0.4721753794266442,0.0
Rinzu Ranks,@rinzuranks,Humor,"['Ranking Compilations', 'Internet Culture']",Entertainment,0.8999999761581421,210000,3115874.3660714286,348977929,112,9555.63,US,en,True,,True,2025-05-02T22:55:05Z,2026-08-06T00:00:00.000Z,UCeg5FGTiPGIUfKoDJTVjmcQ,,,27.547169811320753,0,53,,,100,117.02,14.837496981292517,1661.799661904762,462,7.2727272727272725,1313.899125
Yüksekte Gezen Adam ,@yuksektegezenadam,Industrial Rope Access,"['High-Altitude Work', 'Industrial Climbing', 'Extreme Maintenance']",Hobby,0.8999999761581421,8060,119519.93333333333,8963995,75,122.51,US,tr,True,,True,2022-08-31T19:45:49Z,2026-08-04T00:00:00.000Z,UCdwlc9T-K9QoMq0NPK1odqg,763,618.2,61,2,9,,,423.38,466.23,14.828775847808107,1112.1581885856078,1437,1.5657620041753655,78.24305333333334
LoopEm,@emclipz,Sports Entertainment,"['Basketball', 'American Football', 'Sports News & Highlights']",American football,0.8500000238418579,50000,740585.4427244582,239209098,323,182.51,US,en,True,short,False,2024-10-16T22:32:55Z,2026-07-25T00:00:00.000Z,UCbk3k_5aCv77zz3dRWKBTHQ,,,16.5,0,2,7,2234892,0.6,0.94,14.811708854489163,4784.18196,660,14.681818181818182,12.431021671826626
Team K9,@officialteamk9,Pet Care,"['Dog Training', 'Dog Comedy', 'Pet Lifestyle']",Film,0.8999999761581421,2680,39646.74590163935,4836903,122,,US,en,True,mixed,False,2023-03-23T21:51:16Z,2026-08-02T00:00:00.000Z,UC5YL_RgRNBv780044Bx6n-Q,,136,15.81578947368421,0,38,0,0,415.69,75.5,14.793561903596771,1804.814552238806,1233,2.9683698296836982,0.0
Mecha Files,@mechafiles,Gundam Analysis,"['Gundam Lore', 'Gundam History']",Film,0.9800000190734864,5990,87672.1,876721,10,289.05,CA,en,True,,True,2026-01-28T21:13:24Z,2026-07-24T00:00:00.000Z,UCj4LWlsh5BdPSx_LlTlbsVw,1093,1099.9,,1,0,,,11.75,16.7,14.636410684474125,146.36410684474123,191,1.5706806282722514,184.0285
Curious Fing,@curiousfing,Mystery & Science Documentary,"['Ancient Mysteries', 'Mythical Creatures', 'Art History']",Lifestyle (sociology),0.8500000238418579,5450,77347.42857142857,541432,7,1597.88,US,en,True,,True,2022-11-12T17:43:40Z,2026-08-03T00:00:00.000Z,UCRvztEVlKokgQ-6gvL1RHeg,601.125,587.25,,8,0,,,382.3,54.38,14.192188728702488,99.34532110091743,1364,0.15395894428152493,3195.76
ABDURAKHMONOV🇺🇿CARS,@abu_cars,Automotive,"['Car Showcases & Edits', 'Luxury & Performance Cars', 'Car Modifications']",Lifestyle (sociology),0.949999988079071,5980,84175.425,10101051,120,6.91,US,uz,True,short,False,2024-12-23T13:35:23Z,2026-08-03T00:00:00.000Z,UCvRAMPb-ZDZ1M0dqMg928DA,,,14,0,2,0,74451,1.36,0.74,14.076158026755854,1689.1389632107023,593,6.070826306913997,1.1382305555555556
KO Dynasty,@kodynasty01,Mixed Martial Arts Highlights,"['UFC Matchups', 'Combat Sports Knockouts']",Lifestyle (sociology),0.949999988079071,12300,171938.37209302327,14786700,86,385.9,US,en,True,,True,2011-08-14T18:13:05Z,2026-08-06T00:00:00.000Z,UCaS4wla2shHmccQT8y59kdQ,,,127.42622950819673,0,61,,,298.06,417.4,13.978729438457176,1202.1707317073171,5472,0.4714912280701754,771.8
PAK_CHALLENGE,@pak_challenge,Challenges,"['Balloon Challenges', 'Competitive Challenges']",Entertainment,0.949999988079071,30500,423414.7368421053,24134640,57,365.27,PK,en,True,,True,2025-10-01T11:21:04Z,2026-08-06T00:00:00.000Z,UCGRzJJFerJxlNjpke5HeHBw,180,458.3333333333333,151.625,0,16,,,217.05,147.29,13.882450388265747,791.2996721311475,311,5.498392282958199,66.43214619883041
GTA Xyrex,@gtaxyrex,Grand Theft Auto V Gameplay,"['Ragdoll Physics', 'Game Modding', 'Funny Moments']",Role-playing video game,0.949999988079071,2310,32000.016129032258,3968002,124,,US,en,True,,False,2016-03-02T11:39:28Z,2026-08-06T00:00:00.000Z,UCogQwW40JhIvIy_5XCSb2XA,1267.1538461538462,703.0833333333334,35.607142857142854,13,28,,,340.79,381.24,13.8528208350789,1717.7497835497836,3811,0.976121752820782,0.0
delumi1,@delumi1,Gaming,"['Arknights Endfield Gameplay', 'Gacha Gaming']",Action game,1,6000,80053.18446601942,8245478,103,292.56,CA,en,True,mixed,True,2015-09-27T08:32:36Z,2026-08-01T00:00:00.000Z,UCUYPSC1R6Y3Whx156tdm3Tg,240,207.51612903225808,28.857142857142858,6,7,255669,1010250,17.88,18.14,13.342197411003236,1374.2463333333333,3968,0.7787298387096774,375.6886990291262
Mjology,@mjologgy,Minecraft SMP Commentary,"['Unstable SMP', 'Gaming Roleplay Narratives', 'Minecraft Content Creator Profiles']",Action-adventure game,0.949999988079071,5350,71073.26530612246,3482590,49,724.65,GB,en,True,,True,2025-11-16T17:07:48Z,2026-07-29T00:00:00.000Z,UCrj9EE6N9e3ZAmJEFAwtSeA,660,428.22222222222223,58.642857142857146,1,14,,,184.57,424.82,13.284722487125693,650.9514018691589,264,5.5681818181818175,130.14122448979595
Alex Waters,@alex_waters,American Football,"['NFL Highlights & Analysis', 'High School Football', 'Football Training']",Lifestyle (sociology),0.8999999761581421,5080,66845.31413612566,12767455,191,389.14,US,en,True,short,True,2023-02-15T01:00:24Z,2026-08-05T00:00:00.000Z,UCcK1lwS3kHP3RuLUMGqg04Q,207,673.6,34.1,1,20,3485,10600569,213.58,490.16,13.158526404749145,2513.2785433070867,1270,4.511811023622047,86.2491797556719
Static Mind,@staticmind-yt,Roblox Storytelling,"['Interactive Fiction', 'Machinima', 'Digital Storytelling']",Role-playing video game,0.949999988079071,1640,21470.12676056338,1524379,71,,US,en,True,,True,2025-06-23T14:18:20Z,2026-08-05T00:00:00.000Z,UC8FT-7CtgysBlx8K7slEekA,,,27.897959183673468,0,49,,,267.71,432.41,13.091540707660597,929.4993902439024,411,5.182481751824818,0.0
Marvin Bona,@marvinbona-p4p,Music,"['Electronic Music', 'Instrumental Music', 'Relaxation Music']",Pop music,1,5150,67284.05084745762,3969759,59,4909.2,US,en,True,,True,2013-05-26T14:32:29Z,2026-07-23T00:00:00.000Z,UCw0jZ59TwD2fv25aVgVdatw,244,636.8823529411765,,2,0,,,37.33,449.9,13.06486424222478,770.8269902912622,4822,0.36706760680215683,9818.4
DeepCut Toons,@deepcuttoons-n2d,Animated Film Analysis,"['Animated Film Theories', 'Character Analysis']",Entertainment,0.9800000190734864,12000,154907.05813953487,13322007,86,3.6,US,en,True,,False,2025-12-08T14:20:14Z,2026-07-16T00:00:00.000Z,UCPmaWclPIYMx-VQBI2UGP3g,,,97,0,7,,,0.84,1.52,12.908921511627906,1110.16725,243,10.617283950617285,0.33906976744186046
AI이약,@aistoryu-kyo,Storytelling,"['Human Interest Stories', 'Senior Life Stories', 'Nostalgia']",Entertainment,0.8999999761581421,49400,632749.574074074,34168477,54,472.48,US,ko,True,,True,2025-12-18T01:30:56Z,2026-08-05T00:00:00.000Z,UCk1GgycTRVCOdATrmTjqUGw,103,358.8333333333333,73.21052631578948,0,19,,,229.33,356.22,12.808695831458989,691.6695748987854,233,6.952789699570816,67.95545679012346
 cottonpupai,@cottonpupai,Pet Entertainment,"['Dancing Dogs', 'Cute Puppies', 'AI-Generated Content']",Lifestyle (sociology),0.949999988079071,42100,534556.4150943396,84994470,159,1794.42,US,en,True,,True,2024-05-19T08:31:12Z,2026-08-05T00:00:00.000Z,UC6PtplI9Je2QyvKszYuiAMA,,,17.1875,0,16,,,266.09,202.11,12.697302021243221,2018.8710213776722,811,5.8816276202219475,305.08901886792455
